"Symbol","Description","Sector","Industry","Same Sub-Industry As","Exchange","Price","Average Volume (10 Day)"
"TNDM","Tandem Diabetes Care Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$16.78","1,779,820"
"ARWR","Arrowhead Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$16.79","1,602,330"
"IMVT","Immunovant Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$16.95","1,339,560"
"NRC","National Research Corp","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$17.01","129,550"
"TEVA","Teva Pharmaceutical Industries Ltd","Health Care","Pharmaceuticals","Pharmaceuticals","NYS","$17.01","10,274,820"
"NVCR","Novocure Ltd","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$17.71","1,635,060"
"SLP","Simulations Plus Inc","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$17.75","586,460"
"STAA","STAAR Surgical Co","Health Care","Health Care Equipment & Supplies","Health Care Supplies","NASDAQ","$17.86","907,370"
"PRTC","PureTech Health PLC","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.01","9,510"
"ASMB","Assembly Biosciences Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.14","55,150"
"SRPT","Sarepta Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.24","7,137,560"
"APLS","Apellis Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.26","2,059,150"
"ADMA","ADMA Biologics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.28","4,186,510"
"DNTH","Dianthus Therapeutics Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.38","354,020"
"PTHL","Pheton Holdings Ltd","Health Care","Health Care Technology","Health Care Technology","NASDAQ","$18.38","908,610"
"SIBN","SI-BONE Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$18.47","554,150"
"PHVS","Pharvaris NV","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$18.60","31,240"
"OMDA","Omada Health Inc","Health Care","Health Care Providers & Services","Health Care Services","NASDAQ","$18.63","802,610"
"CBLL","CeriBell Inc","Health Care","Health Care Equipment & Supplies","Health Care Equipment","NASDAQ","$18.93","483,990"
"RIGL","Rigel Pharmaceuticals Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$18.93","239,150"
"OCS","Oculis Holding AG","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$19.00","20,400"
"QNTM","Quantum Biopharma Ltd","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$19.16","--"
"INVA","Innoviva Inc","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$19.21","1,020,850"
"CDNA","CareDx Inc","Health Care","Biotechnology","Biotechnology","NASDAQ","$19.24","1,003,230"
"MDWD","Mediwound Ltd","Health Care","Pharmaceuticals","Pharmaceuticals","NASDAQ","$19.34","56,710"
"NAMS","NewAmsterdam Pharma Company NV","Health Care","Biotechnology","Biotechnology","NASDAQ","$19.85","938,810"
