date,open,high,low,close,volume,average,barCount
2025-10-08 09:33:00-04:00,4.74,4.77,4.6993,4.705,113326.0,4.74772,190
2025-10-08 09:34:00-04:00,4.7128,4.7128,4.63,4.66,64365.0,4.67821,171
2025-10-08 09:35:00-04:00,4.66,4.66,4.6125,4.65,44117.0,4.63921,124
2025-10-08 09:36:00-04:00,4.67,4.71,4.66,4.6883,40914.0,4.68823,91
2025-10-08 09:37:00-04:00,4.68,4.68,4.65,4.665,40172.0,4.6615,54
2025-10-08 09:38:00-04:00,4.67,4.67,4.64,4.65,14044.0,4.65865,37
2025-10-08 09:39:00-04:00,4.64,4.69,4.64,4.682,19148.0,4.64815,47
2025-10-08 09:40:00-04:00,4.6817,4.74,4.67,4.73,22617.0,4.71032,78
2025-10-08 09:41:00-04:00,4.7202,4.745,4.7138,4.74,19078.0,4.73039,60
2025-10-08 09:42:00-04:00,4.74,4.7475,4.72,4.73,83515.0,4.7327,109
2025-10-08 09:43:00-04:00,4.738,4.74,4.69,4.71,35398.0,4.71729,83
2025-10-08 09:44:00-04:00,4.715,4.78,4.7,4.765,41126.0,4.73438,97
2025-10-08 09:45:00-04:00,4.765,4.77,4.7335,4.76,57317.0,4.76201,95
2025-10-08 09:46:00-04:00,4.76,4.78,4.745,4.745,63674.0,4.76128,122
2025-10-08 09:47:00-04:00,4.7499,4.77,4.715,4.715,98409.0,4.74214,141
2025-10-08 09:48:00-04:00,4.71,4.71,4.665,4.698,32423.0,4.67836,101
2025-10-08 09:49:00-04:00,4.696,4.75,4.69,4.74,81493.0,4.7193,97
2025-10-08 09:50:00-04:00,4.76,4.76,4.71,4.73,71355.0,4.73368,131
